caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
,New Jersey,,2026,Truck Accident,Other,verdict,2200000,$2.2 million jury verdict in a truck accident case in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,New York,,2026,Car Accident,Other,verdict,2150000,$2.1 million jury verdict in a car accident case in New York . The plaintiff sustained personal injury and was awarded damages.,News
,Texas,,2026,Car Accident,Other,verdict,2127500,$2.1 million jury verdict in a car accident case in Texas . The plaintiff sustained personal injury and was awarded damages.,News
,New Jersey,,2026,Medical Malpractice,Other,settlement,2100000,Settlement; Medical Malpractice; Medication Error.,News
,New Jersey,,2026,Car Accident,Wrongful Death,settlement,2050000,Settlement; Inadequate Anesthesia Care Resulting In Brain Injury and Death.,News
,Illinois,,2026,Medical Malpractice,Wrongful Death,verdict,2000000,Read more Civil Rights $2 Million A 17-year-old girl living in a residential facility for at-risk youth died at a Tennessee hospital four days after an altercation in which she was abused and violently restrained by multiple staff members. The State of Tennessee Autopsy Report identified her cause o.,News
,Texas,,2026,Car Accident,Wrongful Death,verdict,2000000,$2.0 million jury verdict in a car accident case in Texas . The plaintiff sustained wrongful death and was awarded damages.,News
,New York,,2026,Premises Liability,Back Injury,settlement,2000000,"$2,000,000 settlement for a dietary aide who injured his back when an elevator jerked, descended rapidly, and came to a sudden halt.",News
,New Jersey,,2026,Medical Malpractice,Wrongful Death,settlement,2000000,Settlement; Medical Malpractice / Negligent Ambulance & Emergency Treatment Wrongful Death.,News
Estate of woman killed by impaired driver,North Carolina,NC (statewide list),2026,Car Accident,Wrongful Death,settlement,2000000,Settlement for the estate of a North Carolina woman killed by an impaired driver; motor vehicle negligence claim with blunt force trauma causing death.,NC Lawyers Weekly
,New Jersey,,2026,Other,Burns,settlement,1950000,Other case in New Jersey. Burns resulting in a $1.9M award.,News
,New Jersey,,2026,Medical Malpractice,Wrongful Death,settlement,1940000,Settlement; Medication Error; Stevens Johnson Syndrome; Wrongful Death.,News
,New Jersey,,2026,Medical Malpractice,Traumatic Brain Injury,settlement,1930000,Settlement; Medical Malpractice; Birth Injury; Cerebral Palsy.,News
,Illinois,,2026,Premises Liability,Wrongful Death,settlement,1900000,Settlement for the wrongful death of a boy who drowned in an apartment complex’s pool.,News
,New Jersey,,2026,Other,Other,settlement,1900000,$1.9 million settlement in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,New Jersey,,2026,Other,Wrongful Death,settlement,1875000,Settlement; Defective Design of Passenger Compartment; Wrongful Death.,News
,New York,,2026,Workplace Injury,Back Injury,settlement,1850000,"$1,850,000 settlement for a worker who suffered rib, neck, and back injuries after he fell from a pipe scaffold while on the job.",News
,New Jersey,,2026,Car Accident,Other,settlement,1850000,Settlement for Injuries Suffered in a Head on Motor Vehicle Collision.,News
,New Jersey,,2026,Medical Malpractice,Other,settlement,1800000,Settlement; Medical Malpractice; Birth Injury.,News
,New Jersey,,2026,Medical Malpractice,Other,settlement,1775000,Jury Verdict/Settlement; Medical Malpractice; Failure to Diagnose Aortic Rupture.,News
,New Jersey,,2026,Car Accident,Other,settlement,1765000,Settlement; Motor Vehicle Accident Involving Commercial Vehicle.,News
,Illinois,,2026,Other,Other,settlement,1750000,Settlement in medical negligence case for neck injury due to improper neck traction treatment.,News
,New Jersey,,2026,Truck Accident,Other,settlement,1750000,Settlement; Motor Vehicle/Trucking Accident.,News
Riverside County Sepsis Case,California,Riverside,2026,Medical Malpractice,Wrongful Death,settlement,1750000,"Woman died after urgent care providers failed to recognize sepsis symptoms across two separate visits, leading to fatal infection.",News
,Texas,,2026,Truck Accident,Back Injury,verdict,1700000,$1.7 million jury verdict in a truck accident case in Texas . The plaintiff sustained back injury and was awarded damages.,News
,New Jersey,,2026,Premises Liability,Wrongful Death,settlement,1700000,Settlement at Trial; Inadequate Hotel Security: Shooting/Wrongful Death.,News
,New Jersey,,2026,Medical Malpractice,Wrongful Death,verdict,1665000,Jury Verdict; Medical Malpractice/Wrongful Death; Failure to Diagnose Allergy.,News
,New Jersey,,2026,Car Accident,Other,settlement,1650000,$1.6 million settlement in a car accident case in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,New York,,2026,Other,Other,settlement,1600000,$1.6 million settlement in New York . The plaintiff sustained personal injury and was awarded damages.,News
,Illinois,,2026,Truck Accident,Wrongful Death,settlement,1600000,$1.6 million settlement in a truck accident case in Illinois . The plaintiff sustained wrongful death and was awarded damages.,News
,New Jersey,,2026,Medical Malpractice,Wrongful Death,settlement,1600000,Settlement; Medical Malpractice; Failure to Timely Treat Lung Cancer; Wrongful Death.,News
,Illinois,,2026,Truck Accident,Other,settlement,1575000,Settlement for garbage truck driver injured in crash with improperly marked disabled tractor-trailer.,News
,Illinois,,2026,Truck Accident,Wrongful Death,settlement,1520000,"$1,520,000. Will County, Illinois. Wrongful death, truck accident.",News
,New Jersey,,2026,Car Accident,Other,settlement,1510000,$1.5 million settlement in a car accident case in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,New York,,2026,Premises Liability,Other,settlement,1500000,"$1,500,000 settlement for two workers who were injured when a freight elevator malfunctioned and fell.",News
,Illinois,,2026,Other,Wrongful Death,settlement,1500000,Settlement for the wrongful death of a young Chicago woman who suffocated in an MRI machine.,News
,New Jersey,,2026,Medical Malpractice,Wrongful Death,settlement,1500000,Settlement; Medical Malpractice; Death Following Spinal Injury; Wrongful Death.,News
,New York,,2026,Truck Accident,Shoulder Injury,settlement,1475000,"$1,475,000 settlement for Brooklyn man who injured his head, neck, and shoulder after being struck by falling equipment.",News
,Illinois,,2026,Other,Other,settlement,1450000,Settlement for medical negligence in delayed treatment of aortic dissection.,News
,New Jersey,,2026,Workplace Injury,Other,settlement,1430000,$1.4 million settlement in a workplace injury case in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,New Jersey,,2026,Other,Other,settlement,1412000,Settlement for Young Adult with Developmental Disabilities Injured Following Birth from Late Diagnosed Viral Herpes Meningitis.,News
,Vermont,,2026,Medical Malpractice,Wrongful Death,verdict,1400000,Delayed recognition of metastatic testicular cancer led to the patient's death.,News
,Illinois,,2026,Other,Back Injury,settlement,1400000,"Nursing Home Neglect $1.4 Million Grace (name changed to protect client) was sent to a nursing home after knee surgery. While there, she developed a bedsore at the base of her spine that went undetected due to her nursing home staff’s neglect. It was not until she was moved to a new facility that th.",News
,New Jersey,,2026,Workplace Injury,Other,settlement,1400000,Settlement; Construction Accident; Ironworker Falls from Second Story.,News
,New Jersey,,2026,Car Accident,Other,verdict,1392000,$1.4 million jury verdict in a car accident case in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,Illinois,,2026,Bus Accident,Other,verdict,1350000,$1.4 million jury verdict in a bus accident case in Illinois . The plaintiff sustained personal injury and was awarded damages.,News
,New Jersey,,2026,Other,Wrongful Death,settlement,1350000,Settlement; Product Liability Wrongful Death; Metabolife.,News
,New Jersey,,2026,Other,Other,settlement,1325000,$1.3 million settlement in New Jersey . The plaintiff sustained personal injury and was awarded damages.,News
,Illinois,,2026,Other,Other,settlement,1300000,Settlement for permanent brachial plexus injury to baby due to errors by obstetrician and delivery nurse.,News
,New Jersey,,2026,Medical Malpractice,Wrongful Death,settlement,1275000,Settlement; Medical Malpractice/Post-procedure Bleeding/Wrongful Death.,News
Robinson v. City of Toledo,Ohio,Lucas,2026,Car Accident,Traumatic Brain Injury,verdict,1272926,"Lucas County jury verdict for a woman who suffered a mild traumatic brain injury, PTSD, and spinal injuries when a chain collision started by a City of Toledo dump truck struck her car.",PR Newswire
,Texas,,2026,Truck Accident,Back Injury,verdict,1258629.44,$1.3 million jury verdict in a truck accident case in Texas . The plaintiff sustained back injury and was awarded damages.,News
,New York,,2026,Other,Other,settlement,1257000,$1.3 million settlement in New York . The plaintiff sustained personal injury and was awarded damages.,News
,Pennsylvania,,2026,Premises Liability,Soft Tissue Injury,settlement,1250000,"Minor child bitten by neighbor's dog, suffering facial scarring requiring reconstructive treatment.",News
,Illinois,,2026,Truck Accident,Broken Bones,settlement,1250000,Motor Vehicle Accident $1.25 Million Rhonda’s (name changed to protect client) family called our law firm after learning that Rhonda was struck by a bus as she was crossing the street in Chicago. She was pushing a shopping cart across the street on her way to the store to purchase gifts fo.,News
,New York,,2026,Truck Accident,Back Injury,settlement,1250000,"$1,250,000 settlement for a health care worker who suffered serious neck and back injuries when a car struck the back of his vehicle in traffic.",News
,New Jersey,,2026,Medical Malpractice,Shoulder Injury,settlement,1250000,Settlement; Shoulder Dystocia; Brachial Plexus Birth Injury.,News
"Motorcycle v. Auto, Intersection Infrastructure Malfunction
Our client was riding his motorcycle through an intersection, proceeding on a green light, when he was fatally struck by the defendant, who",California,,2026,Truck Accident,Wrongful Death,settlement,1250000,"Motorcycle v. Auto, Intersection Infrastructure Malfunction Our client was riding his motorcycle through an intersection, proceeding on a green light, when he was fatally struck by the defendant, who was making a left turn directly in his path. In the aftermath of the collision, significant questions remained regarding how the crash occurr.",News
