caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
Chavez v. Sohng,California,,2025,Car Accident,Back Injury,verdict,5729080,"California verdict of $5,729,080 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Nonfatal Bodily Injury. Reported as Chavez v. Sohng. Listed by TopVerdict.",TopVerdict
"Hoefflicker v. HEPACO, LLC., et al.",Indiana,Lake,2025,Car Accident,Traumatic Brain Injury,verdict,5500000,"Indiana jury verdict of $5,500,000 in Lake County (2025).",Indiana Jury Verdict Reporter
Motorist v. Intoxicated Motorist,Texas,,2025,Car Accident,Traumatic Brain Injury,settlement,5350000,"Texas settlement of $5,350,000 in 2025. Case type: Motor Vehicle Accidents, Personal Injury, Brain Injury, Impaired Driving Accidents. Reported as Motorist v. Intoxicated Motorist. Listed by TopVerdict.",TopVerdict
"Y.D., et al. v. Albert Security, et al.",New York,,2025,Car Accident,Spinal Cord Injury,verdict,5170000,"New York verdict of $5,170,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Emotional Distress. Reported as Y.D., et al. v. Albert Security, et al.. Listed by TopVerdict.",TopVerdict
"John Doe v. Roe Corporation, et al.",California,,2025,Car Accident,Back Injury,settlement,4900000,"California settlement of $4,900,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Negligence in Employment, Personal Injury. Reported as John Doe v. Roe Corporation, et al.. Listed by TopVerdict.",TopVerdict
Injured Motorist v. Commercial Vehicle Driver,Texas,,2025,Car Accident,Back Injury,settlement,4675000,"Texas settlement of $4,675,000 in 2025. Case type: Motor Vehicle Accidents, Personal Injury, Nonfatal Bodily Injury, Spinal Injury. Reported as Injured Motorist v. Commercial Vehicle Driver. Listed by TopVerdict.",TopVerdict
Injured Driver v. At-Fault Driver,California,,2025,Car Accident,Traumatic Brain Injury,settlement,4600000,"California settlement of $4,600,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Brain Injury. Reported as Injured Driver v. At-Fault Driver. Listed by TopVerdict.",TopVerdict
,California,,2025,Car Accident,Traumatic Brain Injury,settlement,4500000,Car Accident settlement of $4.5 million in California.,News
Motorist v. Commercial Motorist,Texas,,2025,Car Accident,Broken Bones,settlement,4400000,"Texas settlement of $4,400,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Head-on Collisions. Reported as Motorist v. Commercial Motorist. Listed by TopVerdict.",TopVerdict
,Utah,,2025,Car Accident,Broken Bones,settlement,4300000,Freeway rear-end collision causing long-term physical impairment and emotional trauma.,News
Linsmaier v. Bushara,California,,2025,Car Accident,Traumatic Brain Injury,verdict,4282961,"California verdict of $4,282,961 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Brain Injury. Reported as Linsmaier v. Bushara. Listed by TopVerdict.",TopVerdict
"Duarte v. Mendoza, et al.",New York,,2025,Car Accident,Back Injury,verdict,4250000,"New York verdict of $4,250,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Negligence in Employment, Negligent Supervision. Reported as Duarte v. Mendoza, et al.. Listed by TopVerdict.",TopVerdict
Doe v. Company,New York,,2025,Car Accident,Back Injury,settlement,4000000,"New York settlement of $4,000,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Nonfatal Bodily Injury. Reported as Doe v. Company. Listed by TopVerdict.",TopVerdict
Motorist v. Commercial Driver,Texas,,2025,Car Accident,Traumatic Brain Injury,settlement,4000000,"Texas settlement of $4,000,000 in 2025. Case type: Motor Vehicle Accidents, Personal Injury, Brain Injury, Nonfatal Bodily Injury. Reported as Motorist v. Commercial Driver. Listed by TopVerdict.",TopVerdict
"Calderas v. San Bernardino County, et al.",California,,2025,Car Accident,Back Injury,verdict,3850000,"California verdict of $3,850,000 in 2025. Case type: Car Accidents, Government Negligence, Motor Vehicle Accidents, Personal Injury. Reported as Calderas v. San Bernardino County, et al.. Listed by TopVerdict.",TopVerdict
,Indiana,Lake,2025,Car Accident,Other,verdict,3700000,"Indiana jury verdict of $3,700,000 in Lake County, reported as Auto Negligence.",Indiana Jury Verdict Reporter
,South Carolina,Dillon,2025,Car Accident,Traumatic Brain Injury,settlement,3500000,"$3.5 million settlement; 70 mph rear-end crash leads to a concussion. Action: Motor vehicle negligence Injuries alleged: Pneumothorax, concussion and head contusions Case name: Withheld Court/case number: Dillon County Court of Common Pleas, Withheld Amount: $3,500,000 Special or other damages: $186,000",South Carolina Lawyers Weekly
Mitchell v. West,Virginia,Spotsylvania,2025,Car Accident,Spinal Cord Injury,verdict,3460000,"A driver ran a red light and T-boned the plaintiff at a Route 3 intersection, causing a C5-C6 vertebra fracture, an arterial dissection, and permanent neck pain and hand numbness. Liability was not disputed. The Spotsylvania County Circuit Court verdict was $3,460,223.86.",News
"Hartman v. Snyder, et al.",Texas,,2025,Car Accident,Back Injury,settlement,3394133,"Texas settlement of $3,394,133 in 2025. Case type: Motor Vehicle Accidents, Personal Injury, Underinsured Motorist, Nonfatal Bodily Injury. Reported as Hartman v. Snyder, et al.. Listed by TopVerdict.",TopVerdict
"Rosa-Matos, et al. v. Fischer, et al.",New York,,2025,Car Accident,Back Injury,settlement,3205000,"New York settlement of $3,205,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Multi-Vehicle Accidents. Reported as Rosa-Matos, et al. v. Fischer, et al.. Listed by TopVerdict.",TopVerdict
"Baldwin v. Integrate Comfort Sys. Inc., et al.",New York,,2025,Car Accident,Back Injury,verdict,3168500,"New York verdict of $3,168,500 in 2025. Case type: Motor Vehicle Accidents, Personal Injury, Vicarious Liability, Nonfatal Bodily Injury. Reported as Baldwin v. Integrate Comfort Sys. Inc., et al.. Listed by TopVerdict.",TopVerdict
"Estate of Moghaddam v. The City of Burbank, et al.",California,,2025,Car Accident,Wrongful Death,settlement,3056666,"California settlement of $3,056,666 in 2025. Case type: Car Accidents, Dangerous Condition, Government Negligence, Motor Vehicle Accidents. Reported as Estate of Moghaddam v. The City of Burbank, et al.. Listed by TopVerdict.",TopVerdict
,New York,,2025,Car Accident,Wrongful Death,settlement,3000000,$3.0 million settlement in a car accident case in New York . The plaintiff sustained wrongful death and was awarded damages.,News
Injured Driver v. Negligent Driver,California,,2025,Car Accident,Back Injury,settlement,3000000,"California settlement of $3,000,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Nonfatal Bodily Injury. Reported as Injured Driver v. Negligent Driver. Listed by TopVerdict.",TopVerdict
Plaintiff v. Van,California,,2025,Car Accident,Back Injury,settlement,3000000,"California settlement of $3,000,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Gross Negligence. Reported as Plaintiff v. Van. Listed by TopVerdict.",TopVerdict
Sabo v. State Farm Mutual,Texas,,2025,Car Accident,Other,verdict,2850000,"Texas verdict of $2,850,000 in 2025. Case type: Motor Vehicle Accidents, Personal Injury, Underinsured Motorist, Bad Faith. Reported as Sabo v. State Farm Mutual. Listed by TopVerdict.",TopVerdict
,California,,2025,Car Accident,Back Injury,settlement,2800000,"Auto v Auto Bodily Injuries, Disputed Liability Dordick Law Corporation represented a client whose life was turned upside down when a negligent driver caused a devastating crash that left them with serious injuries. Despite the responsible party’s repeated denials of liability, the Dordick Law Corporation team refused to back down. Through fearless.",News
,California,,2025,Car Accident,Back Injury,settlement,2600000,"Auto v Auto, T-boned, Neck Pain and Back Pain Dordick Law Corporation $2.6 million settlement for clients injured in a high-impact vehicle collision. The case involved complex liability issues and ongoing disputes over the severity of the injuries and the necessity of long-term treatment. Through persistent advocacy and careful case developm.",News
,Indiana,Bartholomew,2025,Car Accident,Other,verdict,2500000,"Indiana jury verdict of $2,500,000 in Bartholomew County, reported as Auto Negligence.",Indiana Jury Verdict Reporter
"Gonzalez, et al. v. Beverly Jeanne E. Mager",California,,2025,Car Accident,Traumatic Brain Injury,settlement,2500000,"California settlement of $2,500,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Brain Injury. Reported as Gonzalez, et al. v. Beverly Jeanne E. Mager. Listed by TopVerdict.",TopVerdict
Injured Driver v. Inattentive Driver,California,,2025,Car Accident,Traumatic Brain Injury,settlement,2500000,"California settlement of $2,500,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Brain Injury. Reported as Injured Driver v. Inattentive Driver. Listed by TopVerdict.",TopVerdict
Najera v. Auto Driver,California,Los-angeles,2025,Car Accident,Back Injury,settlement,2500000,"California settlement of $2,500,000 in 2025. Case type: Motor Vehicle Accidents, Personal Injury, Nonfatal Bodily Injury, Spinal Injury. Reported as Najera v. Auto Driver. Listed by TopVerdict.",TopVerdict
"Passenger v. Driver, et al.",California,,2025,Car Accident,Traumatic Brain Injury,settlement,2400000,"California settlement of $2,400,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Underinsured Motorist. Reported as Passenger v. Driver, et al.. Listed by TopVerdict.",TopVerdict
Linzy v. Daley,Texas,,2025,Car Accident,Broken Bones,settlement,2275000,"Texas settlement of $2,275,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Gross Negligence. Reported as Linzy v. Daley. Listed by TopVerdict.",TopVerdict
,California,,2025,Car Accident,Other,settlement,2250000,Car Accident settlement of $2.3 million in California.,News
"Jane Doe v. John Doe, et al.",California,,2025,Car Accident,Traumatic Brain Injury,settlement,2250000,"California settlement of $2,250,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Brain Injury. Reported as Jane Doe v. John Doe, et al.. Listed by TopVerdict.",TopVerdict
Plaintiff v. Wrong Way Drunk DriverPlaintiff v. Wrong Way Drunk Driver,Texas,,2025,Car Accident,Traumatic Brain Injury,settlement,2250000,"Texas settlement of $2,250,000 in 2025. Case type: Car Accidents, Dram Shop Liability, Motor Vehicle Accidents, Personal Injury. Reported as Plaintiff v. Wrong Way Drunk DriverPlaintiff v. Wrong Way Drunk Driver. Listed by TopVerdict.",TopVerdict
Nunez v. Drywall Specialists Inc.,Virginia,Richmond,2025,Car Accident,Multiple Injuries,verdict,2225000,An independent contractor was injured when the brakes on a company-provided vehicle failed and he struck a fence while avoiding another car. The defense contested both liability and causation.,News
,Louisiana,Jefferson,2025,Car Accident,Other,verdict,2158199,"Louisiana jury verdict of $2,158,199 in Jefferson Parish, reported as Auto Negligence.",Louisiana Jury Verdict Reporter
Injured Driver v. Inattentive Driver,California,,2025,Car Accident,Traumatic Brain Injury,settlement,2100000,"California settlement of $2,100,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Brain Injury. Reported as Injured Driver v. Inattentive Driver. Listed by TopVerdict.",TopVerdict
,New Jersey,,2025,Car Accident,Back Injury,verdict,2000000,Car Accident jury verdict of $2.0 million in New Jersey.,News
,California,,2025,Car Accident,Other,settlement,2000000,"Bodily Injuries, Disputed Damages Dordick Law Corporation took over a car accident case; before that, the defense disputed the damages and had offered $800,000 during mediation. Once we stepped in, our team went to work preparing the case for trial and served a 998 offer, which the defense ultimately accepted. Through strategic litigation and.",News
,South Carolina,,2025,Car Accident,Wrongful Death,settlement,2000000,"$2 million settlement; Rest area crash claims life of performer returning home after show. Action: Settlement Date: May 27, 2025 Date of incident: March 3, 2023 Nature of claim: Vehicle collision Injuries alleged: Death Amount: $2 million Case name: Withheld Case no. : Withheld",South Carolina Lawyers Weekly
,Tennessee,Knox,2025,Car Accident,Other,verdict,2000000,"Tennessee jury verdict of $2,000,000 in Knox County, reported as Auto Negligence.",Tennessee Jury Verdict Reporter
Auto Driver v. Auto Driver,California,,2025,Car Accident,Back Injury,settlement,2000000,"California settlement of $2,000,000 in 2025. Case type: Car Accidents, Motor Vehicle Accidents, Personal Injury, Nonfatal Bodily Injury. Reported as Auto Driver v. Auto Driver. Listed by TopVerdict.",TopVerdict
"Driver v. Construction Company Driver, et al.",California,,2025,Car Accident,Back Injury,settlement,2000000,"California settlement of $2,000,000 in 2025. Case type: Car Accidents, Failure to Warn, Motor Vehicle Accidents, Personal Injury. Reported as Driver v. Construction Company Driver, et al.. Listed by TopVerdict.",TopVerdict
Hart v. Shoals Ambulance,Mississippi,Leake,2025,Car Accident,Traumatic Brain Injury,verdict,2000000,"Mississippi jury verdict of $2,000,000 in Leake County (2025).",Mississippi Jury Verdict Reporter
